account_age_months,monthly_charges,subscription_tier,support_calls,reported_issues,inactive_days,usage_decline,competitor_offer,promotion_response,contract_type,payment_method,online_security,tech_support,churn
29,49.86,2,7,4,11,24.4,0,0,0,2,0,0,0
31,62.74,2,4,3,19,26.2,1,1,0,1,0,0,0
19,58.98,3,6,2,17,10.2,0,0,0,3,1,0,0
29,76.46,2,5,3,18,13.7,0,1,1,0,1,1,0
30,60.82,2,6,4,18,17.4,0,0,2,0,0,1,0
28,64.24,3,7,2,19,18.8,1,0,1,1,0,1,0
21,59.42,2,5,3,11,17.5,0,0,0,0,1,1,0
41,54.77,2,5,3,15,19.1,0,0,1,0,0,1,0
12,46.8,3,4,4,22,10.9,0,0,0,0,0,1,0
33,89.13,1,4,3,22,16.2,1,1,0,1,1,1,1
29,55.98,1,4,3,12,16.6,0,1,2,2,1,1,0
31,62.19,2,4,2,14,18.0,0,0,0,3,0,1,0
27,57.5,3,5,3,6,22.0,1,0,2,2,0,1,0
31,51.32,3,4,2,13,24.2,1,1,1,0,0,1,0
33,84.74,1,7,3,19,17.8,1,0,0,3,0,1,0
26,74.18,3,6,2,16,15.0,0,0,0,2,1,0,0
33,86.65,1,3,3,18,28.0,1,1,1,0,0,0,1
32,63.64,3,7,3,7,19.7,0,1,0,3,0,1,0
43,58.89,1,5,1,12,10.9,1,1,0,0,1,0,1
26,83.75,3,8,3,22,18.3,0,1,0,3,0,1,0
46,75.32,1,3,2,19,19.6,1,0,1,0,0,0,1
41,73.68,2,3,2,13,23.6,1,1,1,3,0,0,1
33,59.36,3,6,4,17,15.4,0,0,0,3,1,0,0
33,98.76,1,5,3,21,20.5,0,0,0,1,0,0,1
29,60.29,2,4,2,20,18.8,1,1,0,2,1,1,0
17,66.52,3,6,3,13,0.5,0,0,0,0,0,0,0
30,64.45,3,7,2,12,15.4,0,1,0,0,0,0,0
46,48.36,1,3,2,11,29.0,1,1,2,0,0,0,0
32,71.71,1,5,1,12,17.1,1,0,0,2,0,0,0
22,57.19,3,5,2,14,22.0,0,0,0,0,1,0,0
31,82.66,2,7,2,15,18.4,0,0,2,2,1,0,0
35,74.07,2,5,2,16,16.1,1,1,0,0,0,1,1
40,72.76,1,6,2,13,22.6,1,0,1,2,0,0,0
25,70.42,3,7,2,18,14.8,0,0,1,3,0,0,0
22,63.53,3,6,3,15,21.1,0,0,0,2,0,1,0
20,73.38,3,7,2,18,17.1,0,1,1,0,1,0,0
11,66.66,3,7,3,18,18.1,0,0,0,2,0,0,0
38,63.63,2,5,2,19,18.1,0,1,0,3,0,0,0
34,60.92,1,6,4,14,14.9,0,0,0,0,0,0,0
22,69.14,3,7,3,13,20.2,0,1,2,1,0,0,0
39,70.54,3,5,2,12,15.3,1,1,0,0,0,0,1
23,74.38,3,5,2,14,19.5,0,0,1,0,0,1,0
28,66.11,2,4,2,16,14.5,1,1,1,3,0,1,0
58,58.25,1,5,2,8,29.7,1,0,0,0,1,0,0
28,48.35,3,5,2,21,25.9,0,0,0,3,1,1,0
28,31.15,3,4,2,12,26.0,0,0,1,0,1,0,0
23,61.17,3,6,3,19,16.8,1,0,0,2,1,0,0
22,48.49,3,6,3,14,15.5,0,1,0,2,0,1,0
25,62.99,1,4,1,13,14.6,0,1,1,0,1,1,0
25,66.29,1,3,2,20,26.2,0,0,0,0,0,0,0
38,62.4,2,4,2,17,15.6,1,1,0,3,0,1,1
29,49.85,2,4,3,11,16.0,0,0,0,0,0,1,0
28,42.8,3,4,3,12,16.7,1,0,1,0,0,0,0
17,69.46,3,7,2,16,13.9,1,0,1,3,0,0,0
32,61.77,1,4,3,18,-5.1,1,0,2,0,1,0,1
30,67.06,3,5,2,15,17.3,0,1,0,1,0,0,0
45,66.96,2,4,1,11,12.8,1,1,0,2,1,1,1
37,80.62,1,2,3,20,21.3,1,1,0,2,1,0,1
18,65.8,3,7,4,20,21.7,0,1,0,1,0,0,0
26,90.29,1,5,2,17,14.7,0,0,0,0,1,1,0
35,63.47,1,3,2,16,16.1,1,0,2,0,0,1,0
19,60.85,3,4,2,15,19.3,0,1,0,0,1,0,0
30,69.84,2,6,2,13,15.1,0,1,1,3,0,0,0
20,63.98,3,7,3,16,13.5,0,0,0,0,1,1,0
25,73.53,3,6,3,15,6.1,0,0,1,0,1,0,0
20,64.76,3,6,2,19,18.9,1,1,1,0,0,0,0
39,88.09,1,3,3,11,12.7,1,1,1,0,0,0,1
29,76.56,3,7,2,19,15.0,0,1,0,3,1,0,0
34,65.53,3,7,4,12,16.0,0,1,0,3,0,0,0
41,71.44,1,7,3,14,14.7,0,0,2,2,0,0,0
29,44.28,3,3,3,13,28.6,0,0,0,2,0,1,0
38,72.9,1,2,2,20,3.2,1,1,0,1,1,1,1
31,66.21,3,7,3,18,13.2,0,0,1,0,0,0,0
43,77.31,1,4,2,16,26.3,1,0,0,0,1,0,1
38,78.12,1,5,2,12,17.4,1,1,1,3,0,1,1
20,64.37,3,7,3,23,22.5,0,1,0,0,0,1,0
23,72.38,3,6,2,13,17.9,0,0,0,2,1,1,0
28,50.53,3,6,4,22,19.9,0,0,0,3,0,1,0
17,74.16,2,4,2,15,10.3,0,0,0,0,0,0,0
38,46.62,3,5,3,16,21.9,1,1,0,0,1,1,0
24,54.46,2,6,3,12,20.3,0,1,1,0,1,1,0
27,63.44,3,5,3,9,16.1,0,0,0,3,0,1,0
23,55.12,3,6,1,14,23.1,1,1,1,1,0,0,0
31,84.26,3,7,3,11,5.2,0,0,0,0,0,0,0
31,63.47,3,5,2,18,20.0,0,1,0,0,0,0,0
34,60.51,3,4,2,17,22.8,1,0,0,3,1,1,0
26,80.25,3,7,3,13,11.6,1,1,0,2,0,0,0
25,53.01,3,8,3,11,21.1,1,1,0,1,1,0,0
37,79.75,1,4,3,18,19.1,1,1,0,2,1,0,1
38,77.16,1,5,3,16,14.3,0,0,1,1,1,0,1
32,90.75,1,3,2,14,29.5,1,1,2,3,0,1,1
34,68.57,1,3,2,17,10.0,1,1,0,3,1,0,1
36,64.2,3,6,3,11,20.7,1,1,1,2,1,1,0
31,74.93,3,6,2,14,19.7,0,1,0,3,0,1,0
37,64.26,3,5,2,19,26.2,1,0,0,0,1,1,0
33,84.85,1,6,3,17,14.0,0,1,0,2,1,0,0
35,72.82,2,6,3,19,21.4,1,0,0,0,0,1,0
29,70.05,1,4,2,13,10.0,1,1,0,2,1,0,0
44,58.8,1,4,3,17,24.2,1,1,0,0,0,0,0
26,72.69,1,5,3,14,15.4,0,0,1,0,0,0,0
38,56.24,2,6,3,19,15.6,1,1,1,3,0,0,0
46,97.7,1,5,3,11,25.4,0,0,0,2,0,0,1
42,72.21,2,5,2,9,19.6,1,0,1,3,1,0,1
27,86.56,1,6,3,18,13.2,0,1,0,1,1,0,0
30,59.72,2,6,3,19,25.0,1,0,0,2,0,0,0
41,69.1,2,5,2,11,1.4,1,1,2,1,1,1,1
28,54.21,3,4,3,23,21.3,0,0,0,3,0,1,0
40,76.66,1,4,1,9,20.7,1,0,1,1,1,1,0
26,70.27,2,6,3,22,16.2,0,1,0,3,1,1,0
22,74.22,3,6,3,14,13.3,0,0,1,0,0,0,0
33,66.13,1,5,3,12,13.6,0,1,0,0,0,1,0
37,68.03,2,4,1,17,19.9,1,1,0,1,0,0,0
46,51.33,1,4,3,13,22.9,1,0,2,3,1,0,0
40,84.25,1,5,3,17,20.3,1,1,1,0,0,0,1
29,53.12,3,6,3,13,12.5,0,0,1,2,0,1,0
16,77.35,3,6,2,9,2.2,0,0,0,2,1,1,0
34,85.28,3,6,3,11,16.1,1,0,0,3,0,1,1
41,67.02,1,3,2,13,6.6,1,0,0,0,0,0,1
33,80.66,1,4,3,18,19.8,0,1,2,2,1,1,1
27,76.71,2,6,3,8,3.0,0,0,0,2,1,0,0
31,51.31,3,3,2,18,17.5,0,1,1,1,0,1,0
33,69.66,2,5,2,14,15.5,0,1,0,0,0,0,0
31,66.35,2,6,2,13,13.8,0,1,1,2,1,1,0
37,100.6,2,5,3,14,26.1,1,1,0,3,1,0,1
32,41.54,3,6,4,19,20.9,0,1,0,3,0,0,0
25,70.75,3,7,3,19,17.2,0,1,1,2,0,0,0
29,58.35,3,6,2,14,24.7,1,1,2,2,0,0,0
33,68.25,1,4,2,12,20.1,0,0,0,3,1,0,0
32,58.06,3,4,3,14,23.2,1,0,1,3,1,0,0
35,65.57,3,7,2,18,12.7,0,0,2,1,1,0,0
26,51.68,3,6,2,23,22.2,1,1,0,3,0,0,0
25,61.69,3,6,2,17,25.9,1,0,2,3,1,0,0
43,71.9,1,3,2,20,15.6,1,0,0,2,1,1,1
21,52.18,3,5,3,14,19.5,0,0,0,2,1,0,0
33,83.72,1,2,3,13,5.9,1,0,0,0,1,1,1
15,59.41,3,6,3,22,17.3,0,0,0,3,1,1,0
35,88.25,1,3,3,11,23.7,1,1,0,1,1,1,1
34,75.77,3,7,2,9,10.4,0,1,0,3,0,1,0
30,84.53,1,5,1,11,6.5,1,0,1,0,1,1,0
29,67.05,3,7,3,18,16.0,1,0,1,0,0,0,0
41,93.45,2,5,3,18,22.0,0,0,0,0,0,0,1
31,74.32,2,4,3,9,6.5,1,0,1,0,0,0,1
40,75.11,2,6,3,24,10.7,1,0,0,1,0,1,0
27,70.66,1,4,2,22,17.7,0,0,2,0,0,1,0
39,66.48,1,4,2,19,10.0,1,0,0,3,1,1,1
28,67.98,3,5,2,21,11.3,0,0,1,1,0,0,0
32,63.93,2,5,3,15,15.1,0,0,1,1,0,1,0
22,72.26,2,6,3,16,15.6,0,1,1,3,0,0,0
29,72.3,1,7,3,15,18.1,1,0,2,0,1,0,0
26,45.84,3,3,2,10,21.8,0,1,1,3,0,0,0
18,54.51,3,6,3,16,22.3,0,0,1,2,1,0,0
35,89.85,1,6,4,22,26.2,0,1,0,0,0,0,1
41,80.64,1,4,2,19,18.8,1,1,1,3,0,1,1
43,76.06,2,4,2,15,24.3,1,0,0,3,1,0,1
43,83.38,2,5,2,17,17.9,1,1,2,3,0,1,1
38,60.12,3,5,3,16,20.2,1,1,0,0,1,0,0
30,44.54,3,4,3,19,18.2,0,1,0,3,0,0,0
35,90.46,2,5,3,15,15.5,1,1,1,0,0,0,1
32,67.75,2,6,2,15,15.4,0,1,1,0,0,1,0
22,53.71,3,4,3,11,29.5,0,0,0,0,0,1,0
40,68.89,1,4,2,15,15.4,1,0,0,3,1,0,1
37,70.95,3,5,2,14,13.1,1,0,0,2,0,0,1
29,48.58,3,6,3,19,24.9,1,0,0,0,0,1,0
33,63.17,2,5,2,11,5.4,1,1,0,2,1,1,1
24,58.87,3,6,2,13,13.6,0,1,0,2,0,1,0
28,75.8,2,6,2,13,3.6,0,0,1,0,1,1,0
33,72.38,2,4,2,13,21.4,1,0,0,0,1,1,0
22,50.94,3,5,3,17,17.3,0,0,0,3,0,0,0
31,77.25,2,5,1,6,14.3,1,0,0,0,1,1,0
21,37.9,3,5,3,16,22.4,0,0,0,0,0,1,0
26,65.37,3,6,3,14,18.9,0,1,1,3,0,0,0
31,54.39,2,6,4,18,17.4,0,1,0,0,1,1,0
39,56.34,1,4,3,13,-3.6,1,0,0,3,1,1,1
36,87.51,3,5,2,17,7.4,1,1,0,0,0,1,1
44,73.66,1,5,3,13,11.8,0,0,0,0,1,1,0
24,67.76,3,5,1,15,21.3,1,1,0,0,1,0,0
34,56.61,3,5,3,14,22.2,0,1,2,0,0,1,0
32,70.35,2,4,2,12,10.8,1,1,1,3,0,1,1
43,72.63,2,3,2,20,19.6,1,0,1,0,1,0,1
20,74.27,3,6,3,13,11.9,0,1,0,0,1,1,0
28,65.03,3,6,3,11,9.2,0,0,0,3,1,0,0
43,75.15,1,3,3,10,17.3,0,1,1,1,1,0,1
43,80.55,3,5,2,17,15.2,1,1,0,3,0,1,1
34,68.39,2,3,2,12,8.7,1,0,0,3,0,1,1
25,80.22,1,6,3,17,5.8,0,1,1,0,0,1,0
30,75.23,2,5,2,18,11.8,0,1,1,2,0,1,0
35,88.2,1,4,3,22,30.9,1,1,0,0,0,0,1
34,74.44,2,5,2,21,16.8,0,1,0,3,0,0,0
35,80.1,2,7,4,15,14.6,0,0,0,0,0,1,0
31,80.48,1,3,3,26,6.1,1,0,1,1,0,1,1
33,69.45,2,5,3,12,14.7,1,0,0,3,0,0,0
24,65.15,2,5,3,13,8.8,0,1,0,2,1,1,0
28,80.98,2,5,2,24,13.8,0,1,0,1,0,1,0
37,78.66,1,6,3,18,11.6,0,1,0,3,1,0,1
27,59.87,3,8,4,19,21.3,1,1,1,3,1,0,0
35,77.91,1,5,3,16,11.7,0,1,0,3,0,1,0
21,64.37,3,6,3,13,22.2,1,1,0,0,1,0,0
36,75.48,1,4,3,22,28.1,1,0,0,0,1,1,1
25,84.57,1,5,2,14,4.4,0,0,1,3,1,1,0
38,74.88,2,7,3,18,20.5,0,1,0,2,0,0,0
29,57.41,3,5,3,10,17.4,0,0,1,3,1,1,1
36,57.34,3,6,3,9,21.7,0,0,0,3,0,0,0
37,71.88,2,7,3,17,17.5,0,0,1,1,1,0,0
39,92.18,3,5,2,25,17.3,1,0,0,0,0,1,1
25,67.27,3,7,3,15,17.3,0,1,0,0,0,1,0
33,73.68,3,6,2,21,19.1,1,0,0,2,0,1,0
32,97.93,1,2,4,11,20.3,1,0,2,0,0,0,1
41,79.64,1,4,3,14,10.2,0,0,0,0,0,1,1
31,50.01,3,5,4,13,24.9,0,0,0,1,1,0,0
47,51.49,2,6,1,16,0.8,1,1,0,3,0,1,1
8,80.05,3,6,3,14,5.6,0,1,1,1,1,0,0
41,70.09,1,2,2,14,8.4,1,1,0,0,1,0,1
48,76.17,1,3,2,15,17.6,1,0,0,2,1,1,1
32,68.02,2,5,2,15,16.4,0,1,0,0,0,0,0
29,73.75,3,6,2,15,21.0,1,1,1,0,0,1,0
45,60.33,2,4,1,19,18.3,1,1,0,0,0,0,1
35,85.94,3,6,3,15,18.5,0,0,2,3,0,0,1
19,73.26,2,5,3,16,15.3,0,0,0,3,0,0,0
21,63.38,3,5,3,19,17.8,0,1,0,3,1,1,0
35,27.54,3,4,4,13,30.2,1,0,0,3,1,1,0
39,69.52,2,7,3,12,26.2,1,0,0,2,1,0,0
35,59.67,2,5,3,18,19.9,1,0,0,2,0,1,0
44,85.23,1,1,2,21,39.5,1,0,1,1,1,0,1
23,57.08,3,6,3,16,23.4,0,1,0,3,0,1,0
47,70.56,1,3,2,20,18.8,1,0,0,0,1,0,1
28,64.83,1,4,2,18,13.8,1,1,2,0,1,1,0
26,56.91,3,5,3,11,21.0,0,0,1,3,1,1,0
29,79.05,1,5,2,12,14.3,0,0,0,0,1,1,0
24,64.62,1,5,3,16,8.9,0,1,1,1,0,0,0
29,77.51,1,5,2,14,16.6,0,0,0,3,0,0,0
35,97.98,2,6,4,15,8.4,0,0,0,0,1,1,1
34,84.21,1,7,2,6,14.9,1,0,0,2,1,1,0
17,55.04,3,4,2,15,15.6,0,1,0,2,0,0,0
8,65.18,3,5,2,14,13.7,0,0,1,3,0,1,0
24,54.56,3,7,3,15,17.4,0,1,0,0,1,0,0
52,85.77,1,4,3,11,26.1,0,0,0,3,0,0,1
35,62.85,1,5,4,19,20.4,1,0,0,2,1,1,0
31,69.21,1,5,2,10,24.1,1,0,0,3,1,0,0
34,82.13,1,5,1,15,14.9,0,1,0,2,0,0,0
32,65.17,1,5,4,18,14.8,0,1,1,2,1,1,0
22,84.02,3,8,3,24,11.0,1,1,1,3,1,1,0
30,61.25,2,5,4,20,19.6,0,1,1,2,0,0,0
14,56.23,3,5,4,22,15.5,0,1,0,2,1,0,0
34,70.58,2,6,2,20,18.9,1,1,0,1,1,1,0
46,67.25,1,4,2,13,17.1,1,0,0,1,1,1,1
40,64.95,1,5,1,17,22.3,1,0,0,0,1,0,0
30,73.32,2,6,3,13,20.4,0,0,0,1,0,0,0
19,71.43,2,7,3,16,11.6,0,1,0,1,0,1,0
27,71.06,3,6,2,16,10.6,0,0,0,0,1,1,0
20,83.64,1,6,3,16,8.9,0,1,0,0,1,0,0
36,81.07,2,6,3,12,12.0,1,1,0,0,1,1,1
27,64.98,2,5,2,12,20.7,1,0,0,0,1,1,0
32,74.02,3,7,2,15,17.1,1,1,0,3,0,0,0
32,48.9,3,5,3,17,22.5,1,1,0,0,1,0,0
39,87.11,2,4,2,21,25.5,1,0,0,3,1,0,1
30,75.41,3,5,3,14,8.3,1,0,1,1,0,0,1
39,71.51,2,7,2,13,9.1,0,1,0,0,1,1,1
19,48.33,3,5,4,16,22.1,0,0,1,0,0,0,0
35,71.43,1,4,3,16,13.7,1,0,0,3,0,0,1
25,80.11,2,4,3,15,11.7,0,0,0,3,0,1,0
50,68.02,1,4,2,7,15.5,1,0,0,3,1,1,1
47,68.78,2,5,2,13,18.5,1,0,0,0,1,1,1
21,70.52,3,6,2,17,11.4,0,0,1,3,0,1,0
31,73.4,3,6,2,15,20.4,1,0,0,3,0,0,0
27,79.3,2,7,3,18,12.1,0,1,1,0,0,1,1
34,64.77,1,6,2,21,6.1,1,1,1,0,0,0,1
38,64.7,1,5,3,16,8.0,1,1,0,0,0,0,1
22,56.72,3,3,2,11,12.1,0,1,1,3,1,0,0
28,73.32,1,5,2,14,10.2,1,0,1,0,1,1,0
40,79.26,3,5,2,15,24.8,1,1,1,3,0,0,1
42,65.36,1,2,1,13,15.3,1,0,0,2,0,1,1
35,76.49,1,7,2,21,9.7,0,0,0,0,0,1,1
28,73.05,1,5,3,16,6.0,0,0,0,0,0,1,0
32,79.9,3,6,2,17,15.8,0,1,1,3,1,1,0
37,80.47,1,3,3,17,17.4,1,0,2,0,1,0,1
21,70.43,3,6,3,17,14.3,0,1,0,0,1,0,0
31,69.01,1,5,3,11,23.4,1,0,0,3,0,0,0
34,79.78,2,4,2,11,9.4,1,0,0,2,1,0,1
24,60.65,3,5,2,18,19.6,0,0,1,0,0,1,0
18,86.41,2,6,3,18,11.1,0,0,0,1,0,0,0
26,61.81,3,5,2,12,19.5,0,0,0,0,0,0,0
30,70.02,2,4,2,15,21.1,0,0,0,3,0,1,0
28,82.15,2,6,3,12,10.5,0,0,0,2,1,0,0
19,50.83,3,6,3,18,13.0,0,0,1,0,1,0,0
28,57.61,2,5,3,21,14.4,0,1,0,3,1,1,0
26,65.41,3,8,3,20,19.2,0,0,1,0,0,1,0
33,65.67,2,6,3,18,6.8,1,0,1,3,1,0,1
25,91.39,2,8,2,11,14.7,0,1,0,2,1,0,0
31,67.91,2,5,2,19,15.8,0,0,0,3,1,0,0
31,59.59,3,5,3,8,19.2,0,0,0,3,1,0,0
29,65.46,2,3,2,20,22.2,0,0,1,1,0,1,0
32,74.74,2,4,2,11,12.9,0,1,0,1,1,0,0
26,80.67,1,5,2,18,14.8,1,1,2,0,1,0,1
31,88.32,2,5,3,13,26.9,1,1,1,0,0,0,1
31,60.75,2,5,2,14,-5.7,1,0,1,3,0,0,1
39,71.32,3,9,3,11,29.0,1,0,0,3,0,1,0
26,79.29,3,7,2,16,14.3,0,1,0,3,0,1,0
38,63.47,3,6,2,10,18.4,1,1,1,0,1,0,0
16,65.24,3,6,3,16,13.0,0,0,0,1,0,1,0
33,84.98,2,6,2,17,10.6,0,0,1,2,1,0,0
36,94.36,1,5,4,13,18.6,0,1,2,0,0,1,1
25,59.47,3,7,3,11,14.0,0,0,0,2,0,1,0
26,77.06,2,6,2,14,13.9,1,0,1,2,0,1,0
35,61.96,3,5,2,8,28.2,1,1,1,0,0,0,0
35,83.89,2,5,2,12,12.0,1,0,2,0,0,1,1
33,53.01,3,5,2,18,24.4,0,0,0,0,1,1,0
39,100.88,1,4,4,21,23.0,0,1,0,1,0,0,1
36,83.39,1,5,3,18,21.0,1,0,0,2,1,1,1
35,70.21,1,6,3,15,22.6,1,1,0,1,0,0,0
24,64.84,3,5,2,10,11.7,0,1,0,0,1,0,0
29,41.96,3,6,3,10,27.5,0,0,0,3,1,0,0
38,77.54,1,6,2,15,14.6,1,0,2,2,1,0,0
34,52.04,2,4,3,16,11.3,0,1,0,0,0,0,0
35,71.34,2,5,2,17,14.8,1,1,0,0,1,1,1
37,72.08,1,4,2,14,25.8,1,0,1,0,0,0,1
31,50.35,2,3,4,17,15.4,0,1,1,0,0,1,0
30,33.85,3,5,4,17,30.3,0,1,0,3,0,0,0
32,60.27,3,5,2,19,12.7,1,1,0,3,0,1,0
29,72.76,2,6,3,14,16.6,0,1,2,3,0,1,0
20,69.57,2,4,2,14,11.9,0,1,1,2,0,0,0
40,58.58,1,5,3,17,25.0,1,0,0,3,1,1,0
32,66.46,1,4,3,18,19.1,0,0,0,0,0,1,0
45,85.61,2,6,2,21,18.5,0,1,0,3,0,1,1
29,67.36,2,6,2,17,-1.3,1,0,0,0,1,0,1
38,80.63,1,2,2,14,30.4,1,1,0,2,1,0,1
24,74.46,3,6,1,19,13.5,0,1,0,0,0,0,0
32,80.05,2,6,2,22,17.0,1,1,0,0,0,0,0
30,81.0,2,6,2,22,5.7,0,0,1,3,1,0,0
30,65.84,2,5,3,7,11.0,0,0,0,0,0,0,0
30,89.21,1,3,3,17,22.3,1,1,1,3,0,1,1
35,80.09,1,5,3,18,11.6,1,1,0,3,1,0,1
28,80.0,1,6,3,15,13.7,0,0,0,0,1,1,0
47,65.65,1,5,2,11,6.2,1,0,1,3,0,0,1
40,63.54,2,6,3,13,23.1,1,0,0,0,0,1,0
26,72.26,3,5,1,13,11.5,1,1,1,0,0,1,0
41,66.76,1,3,2,16,9.5,1,1,2,1,0,0,1
32,95.35,2,3,3,21,26.7,1,1,1,0,1,0,1
30,72.49,2,7,3,8,10.3,0,1,0,1,1,0,0
35,64.79,3,5,2,16,27.0,1,0,1,0,0,0,0
22,52.17,3,6,3,16,23.3,0,0,0,3,1,1,0
28,59.05,2,5,3,13,16.4,0,1,0,0,0,0,0
22,45.78,3,6,4,9,18.0,0,0,2,3,1,0,0
40,49.63,3,4,1,15,26.9,1,1,2,3,0,1,0
39,72.47,1,5,2,13,1.5,1,0,0,1,1,0,1
47,74.73,1,2,2,10,13.5,1,1,1,0,1,0,1
16,57.7,3,5,3,14,17.2,0,0,0,0,1,0,0
27,78.6,3,8,2,23,14.3,0,1,0,3,0,1,0
17,55.49,3,5,3,5,15.5,0,1,1,2,0,1,0
21,54.34,3,6,3,10,19.7,0,0,1,1,1,0,0
38,88.04,1,4,2,18,17.6,1,1,2,3,1,0,1
30,58.05,3,5,3,23,17.1,0,1,0,3,0,0,0
29,49.85,3,4,2,17,25.6,1,0,0,2,1,1,1
38,99.47,1,3,3,15,22.0,1,0,0,3,1,0,1
25,58.43,3,5,3,16,21.2,1,0,1,2,0,0,0
37,88.32,2,6,3,12,17.3,0,0,0,0,1,1,1
40,83.63,1,4,2,16,21.6,1,1,0,3,0,1,1
31,80.1,3,8,4,18,6.8,0,1,2,0,0,0,0
33,88.24,2,5,3,13,34.9,0,0,2,3,0,0,1
26,71.11,3,5,2,16,19.2,0,1,2,0,1,0,0
35,71.28,1,1,3,18,11.1,1,0,1,2,1,0,1
31,80.88,1,5,2,23,10.7,0,0,0,0,0,1,0
42,81.39,2,6,3,19,14.7,0,0,1,0,0,1,1
20,60.01,2,3,2,15,17.0,0,0,0,0,1,0,0
28,71.02,2,7,3,10,9.3,0,0,1,0,0,1,0
30,61.25,3,4,3,13,9.2,0,1,0,0,1,1,0
13,69.47,3,6,3,20,13.2,0,1,0,2,0,1,0
33,58.23,3,6,2,21,18.3,1,0,1,1,1,1,0
28,73.46,2,5,2,24,13.6,1,0,0,0,1,1,1
37,76.41,1,3,3,17,9.0,1,0,0,0,0,1,1
27,76.32,2,7,3,18,17.9,0,1,0,0,0,0,0
23,78.64,3,8,2,5,15.4,0,1,2,2,1,1,0
24,67.55,2,4,2,14,10.2,0,0,0,1,0,1,0
30,59.74,2,6,2,13,17.0,0,0,0,3,1,1,0
36,71.4,1,5,2,19,5.1,1,0,0,0,0,0,1
48,58.98,1,4,2,12,7.0,1,0,1,2,0,1,1
18,56.99,3,6,2,19,13.9,0,0,0,3,0,1,0
40,65.85,3,6,3,13,18.5,1,0,0,1,0,0,0
36,78.73,1,4,3,15,10.3,1,0,1,0,1,0,1
41,65.88,1,1,2,21,11.8,1,0,1,3,1,1,1
35,60.99,2,4,2,11,24.3,1,0,1,3,1,1,0
24,56.04,3,6,2,10,23.1,1,0,0,1,0,0,0
36,81.42,3,4,2,16,24.6,1,1,1,1,0,1,1
27,82.12,2,7,3,16,16.7,0,0,0,3,1,0,0
29,64.06,2,7,4,9,10.3,0,0,1,3,0,0,0
38,62.52,2,6,2,16,31.0,1,0,1,3,1,1,0
33,100.28,1,3,3,16,31.1,1,1,0,0,1,1,1
35,84.28,3,5,2,17,25.1,1,0,0,3,1,0,1
39,73.44,1,5,2,17,7.2,1,1,2,0,0,0,1
33,52.06,2,3,2,16,24.9,1,1,0,3,1,0,0
31,92.95,2,5,3,15,15.0,1,1,0,3,1,0,1
35,73.01,1,4,2,17,15.9,1,0,1,2,1,0,1
26,73.22,2,5,2,23,14.6,1,1,1,3,1,0,0
26,56.69,3,5,3,16,18.5,0,1,0,2,0,0,0
38,41.78,3,4,3,18,23.8,0,1,0,3,0,0,0
33,53.31,3,4,3,19,18.9,0,1,0,0,0,1,0
32,77.33,3,4,2,19,15.2,1,0,1,1,0,1,1
29,85.69,2,5,1,18,4.9,0,0,0,3,1,0,0
40,87.12,1,1,3,17,38.2,1,1,1,0,0,1,1
28,77.9,2,6,2,12,17.2,0,1,1,0,1,0,0
35,74.21,1,7,2,11,17.6,1,0,1,0,0,0,0
33,46.96,3,5,3,20,26.3,1,1,0,2,1,0,0
40,65.93,1,4,2,10,22.4,1,1,1,0,0,0,1
28,81.98,1,6,3,16,10.4,0,1,0,0,1,1,0
29,46.24,3,5,2,19,19.5,1,0,1,1,1,1,0
28,54.72,3,6,3,17,21.7,0,0,0,2,0,1,0
31,81.85,1,5,2,17,8.4,0,1,0,0,1,1,0
33,92.82,2,4,3,15,27.3,1,0,1,1,0,1,1
38,78.9,2,3,2,17,17.1,1,0,2,2,1,0,1
19,80.13,2,6,3,27,9.7,0,1,0,3,0,0,0
22,71.73,2,5,3,22,14.7,0,0,0,1,1,0,0
39,78.64,1,3,3,16,18.9,1,1,2,0,0,1,1
29,55.43,3,5,2,7,14.0,0,0,1,0,0,0,0
39,81.33,1,3,3,20,10.0,1,1,0,2,1,0,1
24,65.19,2,5,2,18,13.3,0,1,0,3,0,1,0
43,87.92,2,3,3,18,25.6,1,0,0,2,1,0,1
19,49.78,3,4,3,16,29.3,0,1,2,0,0,1,0
41,75.15,2,2,2,17,21.6,1,0,0,2,1,1,1
36,84.57,1,3,3,17,32.2,1,1,0,2,1,1,1
21,64.81,3,7,5,15,7.4,0,1,1,3,0,1,0
38,46.7,3,5,3,15,26.7,1,0,1,0,1,1,0
35,65.51,2,4,2,9,18.0,0,1,0,0,0,1,0
29,75.6,1,6,3,10,12.0,0,1,0,3,0,1,0
36,69.21,1,4,2,15,18.6,1,1,2,2,0,0,0
34,66.08,1,5,3,14,18.1,0,0,0,2,1,0,0
44,81.04,2,2,2,14,29.4,1,0,0,3,1,0,0
35,59.8,3,6,4,11,22.8,1,0,2,2,0,0,0
29,78.28,1,4,2,18,16.2,1,0,1,3,1,1,1
25,74.86,3,7,2,11,8.8,0,0,0,0,1,0,0
34,61.76,1,4,3,23,24.3,0,0,0,2,1,1,0
40,64.28,2,6,2,13,9.4,1,0,0,2,0,0,1
24,74.24,3,6,2,18,15.3,0,1,1,2,0,1,0
34,57.78,3,6,2,16,21.7,0,1,2,2,0,1,0
28,90.75,1,3,3,14,18.7,1,0,0,3,0,1,1
24,54.61,3,5,3,12,23.1,0,1,1,0,0,1,0
